Study_ID,AUTHORS,TITLE,JOURNAL,YEAR,VOLUME,NUMBER,PAGES,PUBLISHER,ADDRESS,ISSN,DOI_OR_LINK,PUBLICATION_TYPE
306,"Sankar, K; Pabla, HS; Patil, CK; Nigam, P; Qureshi, Q; Navaneethan, B; Manjreakar, M; Virkar, PS; Mondal, K","Home range, habitat use and food habits of re-introduced gaur (Bos gaurus gaurus) in Bandhavgarh Tiger Reserve, Central India",Tropical Conservation Science,2013,6,1,50-69,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA",1940-0829,10.1177/194008291300600108,Article
307,"Puckey, H; Lewis, M; Hooper, D; Michell, C","Home range, movement and habitat utilisation of the Carpentarian rock-rat (Zyzomys palatalis) in an isolated habitat patch",Wildlife Research,2004,31,3,327-337,C S I R O PUBLISHING,"150 OXFORD ST, PO BOX 1139, COLLINGWOOD, VICTORIA 3066, AUSTRALIA",1035-3712,10.1071/WR03025,Article
308,"Oliveira, PA; Lima, RBS; Chiarello, AG","Home range, movements and diurnal roosts of the endangered thin-spined porcupine, Chaetomys subspinosus (Rodentia: Erethizontidae), in the Brazilian Atlantic Forest",Mammalian Biology,2012,77,2,97-107,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",1616-5047,10.1016/j.mambio.2011.09.005,Article
309,"TAYLOR, RJ","HOME RANGE, NEST USE AND ACTIVITY OF THE TASMANIAN BETTONG, BETTONGIA-GAIMARDI",Wildlife Research,1993,20,1,87-95,C S I R O PUBLICATIONS,"150 OXFORD ST, PO BOX 1139, COLLINGWOOD VICTORIA 3066, AUSTRALIA",1035-3712,10.1071/WR9930087,Article
310,"Boellstorff, D. E., and D. H. Owings.","Home range, population structure, and spatial organization of California ground squirrels Journal of Mammalogy 76:551-561.",Journal Of Mammalogy,1995,76,2,551--561,"American Society of Mammalogists 810 East 10th Street, PO Box 1897, Lawrence~…",NA,NA,10.2307/1382363,Article
311,"OSHEA, TJ","HOME RANGE, SOCIAL-BEHAVIOR, AND DOMINANCE RELATIONSHIPS IN AFRICAN UNSTRIPED GROUND-SQUIRREL, XERUS-RUTILUS",Journal Of Mammalogy,1976,57,3,450-460,AMER SOC MAMMALOGISTS,"BRIGHAM YOUNG UNIV, DEPT OF ZOOLOGY, PROVO, UT 84602",0022-2372,10.2307/1379295,Article
312,"Warren, AE; Conner, LM; Castleberry, SB; Markewitz, D","Home Range, Survival, and Activity Patterns of the Southeastern Pocket Gopher: Implications for Translocation",Journal Of Fish And Wildlife Management,2017,8,2,544-557,U S FISH \& WILDLIFE SERVICE,"NATL CONSERVATION TRAINING CENTER, CONSERVATION LIBRARY, 698",1944-687X,10.3996/032017-JFWM-023,Article
313,"Niemi, M; Auttila, M; Viljanen, M; Kunnasranta, M","Home range, survival, and dispersal of endangered Saimaa ringed seal pups: Implications for conservation",Marine Mammal Science,2013,29,1,Jan/13,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0824-0469,10.1111/j.1748-7692.2011.00521.x,Article
314,"GURNELL, J","HOME RANGE, TERRITORIALITY, CACHING BEHAVIOR AND FOOD-SUPPLY OF THE RED SQUIRREL (TAMIASCIURUS-HUDSONICUS-FREMONTI) IN A SUBALPINE LODGEPOLE PINE FOREST",Animal Behaviour,1984,32,NOV,1119-1131,ACADEMIC PRESS LTD,"24-28 OVAL RD, LONDON, ENGLAND NW1 7DX",0003-3472,10.1016/S0003-3472(84)80228-6,Article
315,"Karelus, DL; McCown, JW; Scheick, BK; van de Kerk, M; Oli, MK",Home Ranges and Habitat Selection by Black Bears in a Newly Colonized Population in Florida,Southeastern Naturalist,2016,15,2,346-364,EAGLE HILL INST,"59 EAGLE HILL RD, PO BOX 9, STEUBEN, ME 04680 USA",1528-7092,10.1656/058.015.0215,Article
316,"Ratnayeke, S; van Manen, FT; Padmalal, UKGK","Home ranges and habitat use of sloth bears Melursus ursinus inornatus in Wasgomuwa National Park, Sri Lanka",Wildlife Biology,2007,13,3,272-284,WILDLIFE BIOLOGY,"C/O JAN BERTELSEN, GRENAAVEJ 14, KALO, DK-8410 RONDE, DENMARK",0909-6396,10.2981/0909-6396(2007)13[272:HRAHUO]2.0.CO;2,Article
317,"Bramley, GN","Home ranges and interactions of kiore (Rattus exulans) and Norway rats (R-norvegicus) on Kapiti Island, New Zealand",New Zealand Journal Of Ecology,2014,38,2,328-334,NEW ZEALAND ECOL SOC,"PO BOX 25178, CHRISTCHURCH, NEW ZEALAND",0110-6465,NA,Article
318,"Evans, M",Home ranges and movement schedules of sympatric bridled nailtail and black-striped wallabies,Wildlife Research,1996,23,5,547-556,C S I R O PUBLICATIONS,"150 OXFORD ST, PO BOX 1139, COLLINGWOOD VICTORIA 3066, AUSTRALIA",1035-3712,10.1071/WR9960547,Article
319,"Thouless, CR",Home ranges and social organization of female elephants in northern Kenya,African Journal Of Ecology,1996,34,3,284--297,Wiley Online Library,NA,NA,10.1111/j.1365-2028.1996.tb00623.x,Article
320,"Lott, D. F., and S. Minta.","Home ranges of American bison cows on Santa Catalina Island, California Journal of Mammalogy 64:161-162.",Journal Of Mammalogy,1983,64,1,161-162,AMER SOC MAMMALOGISTS,"BRIGHAM YOUNG UNIV, DEPT OF ZOOLOGY, PROVO, UT 84602",0022-2372,10.2307/1380770,Note
321,"Seryodkin, IV; Paczkowski, J; Borisov, MY; Petrunenko, YK",Home ranges of brown bears on the Kamchatka peninsula and Sakhalin Island,Contemporary Problems Of Ecology,2017,10,6,599-611,MAIK NAUKA/INTERPERIODICA/SPRINGER,"233 SPRING ST, NEW YORK, NY 10013-1578 USA",1995-4255,10.1134/S1995425517060129,Article
322,"Marnewick, K; Somers, MJ",Home ranges of cheetahs (Acinonyx jubatus) outside protected areas in South Africa,African Journal Of Wildlife Research,2015,45,2,223-232,SOUTHERN AFRICAN WILDLIFE MANAGEMENT ASSOC,"P O BOX 217, BLOUBERGSTRAND 7437, SOUTH AFRICA",2410-7220,10.3957/056.045.0223,Article
323,"Sheppard, D. H.",Home ranges of chipmunks (Eutamias) in Alberta Journal of Mammalogy 53:379-380.,Journal Of Mammalogy,1972,53,2,379-\&,AMER SOC MAMMALOGISTS,"BRIGHAM YOUNG UNIV, DEPT OF ZOOLOGY, PROVO, UT 84602",0022-2372,10.2307/1379181,Note
324,"Jike, L., G. O. Batzli, and L. L. Getz.",Home ranges of prairie voles as determined by radiotracking and by powdertracking. Journal of Mammalogy 69:183-186,Journal Of Mammalogy,1988,69,1,183-186,AMER SOC MAMMALOGISTS,"BRIGHAM YOUNG UNIV, DEPT OF ZOOLOGY, PROVO, UT 84602",0022-2372,10.2307/1381772,Note
325,"Findo, S; Chovancova, B",Home ranges of two wolf packs in the Slovak Carpathians,Folia Zoologica,2004,53,1,17-26,INST VERTEBRATE BIOLOGY AS CR,"KVETNA 8, BRNO 603 65, CZECH REPUBLIC",0139-7893,NA,Article
326,"Jennings, AP; Zubaid, A; Veron, G","Home ranges, movements and activity of the short-tailed mongoose (Herpestes brachyurus) on Peninsular Malaysia",Mammalia,2010,74,1,43-50,WALTER DE GRUYTER GMBH,"GENTHINER STRASSE 13, D-10785 BERLIN, GERMANY",0025-1461,10.1515/MAMM.2010.001,Article
327,"Lent, PC; Fike, B","Home ranges, movements and spatial relationships in an expanding population of black rhinoceros in the Great Fish River Reserve, South Africa",South African Journal Of Wildlife Research,2003,33,2,109-118,SOUTHERN AFRICAN WILDLIFE MANAGEMENT ASSOC,"P O BOX 217, BLOUBERGSTRAND 7437, SOUTH AFRICA",0379-4369,NA,Article
328,"Kusak, J; Skrbinsek, AM; Huber, D","Home ranges, movements, and activity of wolves (Canis lupus) in the Dalmatian part of Dinarids, Croatia",European Journal Of Wildlife Research,2005,51,4,254-262,SPRINGER,"233 SPRING ST, NEW YORK, NY 10013 USA",1612-4642,10.1007/s10344-005-0111-2,Article
329,"GREENBERG, CH; PELTON, MR","HOME-RANGE AND ACTIVITY PATTERNS BY GRAY FOXES, UROCYON CINEREOARGENTEUS (CARNIVORA, CANIDAE), IN EAST TENNESSEE",Brimleyana,1994,NA,21,131-140,NORTH CAROLINA STATE MUSEUM NATIONAL SCIENCES,"DEPT ENVIRONMENTAL HEALTH NATURAL RESOURCES, PO BOX 29555, RALEIGH, NC",0193-4406,NA,Article
330,"TRAVAINI, A; ALDAMA, JJ; LAFFITTE, R; DELIBES, M",HOME-RANGE AND ACTIVITY PATTERNS OF RED FOX VULPES-VULPES BREEDING FEMALES,Acta Theriologica,1993,38,4,427-434,POLISH ACAD SCIENCES,"MAMMAL RESEARCH INST, 17-230 BIALOWIEZA, POLAND",0001-7051,10.4098/AT.arch.93-33,Article
331,"Cutrera, AP; Antinuchi, CD; Mora, MS; Vassallo, AI",Home-range and activity patterns of the south American subterranean rodent Ctenomys talarum,Journal Of Mammalogy,2006,87,6,1183-1191,OXFORD UNIV PRESS INC,"JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA",0022-2372,10.1644/05-MAMM-A-386R1.1,Article
332,"Dickson, BG; Beier, P",Home-range and habitat selection by adult cougars in southern California,Journal Of Wildlife Management,2002,66,4,1235-1245,WILDLIFE SOC,"5410 GROSVENOR LANE, BETHESDA, MD 20814-2197 USA",0022-541X,10.2307/3802956,Article
333,"Hervert, JJ; Bright, JL; Henry, RS; Piest, LA; Brown, MT",Home-range and habitat-use patterns of Sonoran pronghorn in Arizona,Wildlife Society Bulletin,2005,33,1,8+,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",1938-5463,10.2193/0091-7648(2005)33[8:HAHPOS]2.0.CO;2,Article
334,"Beasley, JC; Devault, TL; Rhodes, OE",Home-range attributes of raccoons in a fragmented agricultural region of northern Indiana,Journal Of Wildlife Management,2007,71,3,844-850,WILDLIFE SOC,"5410 GROSVENOR LANE, BETHESDA, MD 20814-2197 USA",0022-541X,10.2193/2006-022,Article
335,"Vernes, K; Marsh, H; Winter, J",Home-range characteristics and movement patterns of the red-legged pademelon (Thylogale stigmatica) in a fragmented tropical rainforest,Wildlife Research,1995,22,6,699-708,C S I R O PUBLICATIONS,"150 OXFORD ST, PO BOX 1139, COLLINGWOOD VICTORIA 3066, AUSTRALIA",1035-3712,10.1071/WR9950699,Article
336,"Skliba, J; Sumbera, R; Chitaukali, WN; Burda, H",Home-Range Dynamics in a Solitary Subterranean Rodent,Ethology,2009,115,3,217-226,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0179-1613,10.1111/j.1439-0310.2008.01604.x,Article
337,"RATNAYEKE, S; BIXLER, A; GITTLEMAN, JL","HOME-RANGE MOVEMENTS OF SOLITARY, REPRODUCTIVE FEMALE COATIS, NASUA-NARICA, IN SOUTH-EASTERN ARIZONA",Journal Of Zoology,1994,233,2,322-326,OXFORD UNIV PRESS UNITED KINGDOM,"WALTON ST JOURNALS DEPT, OXFORD, ENGLAND OX2 6DP",0952-8369,10.1111/j.1469-7998.1994.tb08594.x,Note
338,"KAUHALA, K; HELLE, E; TASKINEN, K",HOME-RANGE OF THE RACCOON DOG (NYCTEREUTES-PROCYONOIDES) IN SOUTHERN FINLAND,Journal of Zoology,1993,231,1,95--106,Wiley Online Library,NA,NA,10.1111/j.1469-7998.1993.tb05355.x,Article
339,"SALSBURY, CM; ARMITAGE, KB","HOME-RANGE SIZE AND EXPLORATORY EXCURSIONS OF ADULT, MALE YELLOW-BELLIED MARMOTS",Journal Of Mammalogy,1994,75,3,648-656,AMER SOC MAMMALOGISTS,"BRIGHAM YOUNG UNIV, DEPT OF ZOOLOGY, PROVO, UT 84602",0022-2372,10.2307/1382512,Article
340,"Larroque, J; Ruette, S; Vandel, JM; Devillard, S",Home-range size and fidelity of two sympatric Martes species,Canadian Journal Of Zoology,2018,96,11,1272-1277,CANADIAN SCIENCE PUBLISHING,"65 AURIGA DR, SUITE 203, OTTAWA, ON K2E 7W6, CANADA",0008-4301,10.1139/cjz-2017-0290,Article
341,"Morris, A.D., Miller, D.A. & Conner, L.M.","Home-range size of evening bats (Nycticeius humeralis) in Southwestern Georgia Southeastern Naturalist, 10, 85-94.",Southeastern Naturalist,2011,10,1,85-94,HUMBOLDT FIELD RESEARCH INST,"PO BOX 9, STEUBEN, ME 04680-0009 USA",1528-7092,10.1656/058.010.0107,Article
342,"Landa, A; Strand, O; Linnell, JDC; Skogland, T",Home-range sizes and altitude selection for arctic foxes and wolverines in an alpine environment,Canadian Journal Of Zoology-Revue Canadienne De Zoologie,1998,76,3,448-457,NATL RESEARCH COUNCIL CANADA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA, ONTARIO K1A 0R6, CANADA",0008-4301,10.1139/cjz-76-3-448,Article
343,"Bermejo, M","Home-range use and intergroup encounters in western gorillas (Gorilla g. gorilla) at Lossi Forest, north Congo",American Journal Of Primatology,2004,64,2,223-232,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0275-2565,10.1002/ajp.20073,Article
344,"van der Ree, R; Soderquist, TR; Bennett, AF","Home-range use by the brush-tailed phascogale (Phascogale tapoatafa) (Marsupialia) in high-quality, spatially limited habitat",Wildlife Research,2001,28,5,517-525,CSIRO PUBLISHING,"UNIPARK, BLDG 1, LEVEL 1, 195 WELLINGTON RD, LOCKED BAG 10, CLAYTON, VIC",1035-3712,10.1071/WR00051,Article
345,"CAVALLINI, P; LOVARI, S","HOME-RANGE, HABITAT SELECTION AND ACTIVITY OF THE RED FOX IN A MEDITERRANEAN COASTAL ECOTONE",Acta Theriologica,1994,39,3,279-287,POLISH ACAD SCIENCES,"MAMMAL RESEARCH INST, 17-230 BIALOWIEZA, POLAND",0001-7051,10.4098/AT.arch.94-31,Article
346,"Ingram, SN; Rogan, E",Identifying critical areas and habitat preferences of bottlenose dolphins Tursiops truncatus,Marine Ecology Progress Series,2002,244,NA,247-255,INTER-RESEARCH,"NORDBUNTE 23, D-21385 OLDENDORF LUHE, GERMANY",0171-8630,10.3354/meps244247,Article
347,"Heide-Jorgensen, MP; Laidre, KL; Litovka, D; Jensen, MV; Grebmeier, JM; Sirenko, BI","Identifying gray whale (Eschrichtius robustus) foraging grounds along the Chukotka Peninsula, Russia, using satellite telemetry",Polar Biology,2012,35,7,1035-1045,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",0722-4060,10.1007/s00300-011-1151-6,Article
348,"Campbell, TA; Long, DB; Lavelle, MJ; Leland, BR; Blankenship, TL; VerCauteren, KC",Impact of baiting on feral swine behavior in the presence of culling activities,Preventive Veterinary Medicine,2012,104,03/Apr,249-257,ELSEVIER SCIENCE BV,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0167-5877,10.1016/j.prevetmed.2012.01.001,Article
349,"Bloomer, SEM; Willebrand, T; Keith, IM; Keith, LB",Impact of helminth parasitism on a snowshoe hare population in central Wisconsin: A field experiment,Canadian Journal Of Zoology,1995,73,10,1891-1898,CANADIAN SCIENCE PUBLISHING,"65 AURIGA DR, SUITE 203, OTTAWA, ON K2E 7W6, CANADA",0008-4301,10.1139/z95-222,Article
350,"Elliott, S; O'Brien, J; Hayden, TJ",Impact of human land use patterns and climatic variables on badger (Meles meles) foraging behaviour in Ireland,Mammal Research,2015,60,4,331-342,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",2199-2401,10.1007/s13364-015-0242-0,Article
351,"Ben-Ami, D; Ramp, D",Impact of roadside habitat on swamp wallaby movement and fitness,Wildlife Research,2013,40,6,512-522,CSIRO PUBLISHING,"UNIPARK, BLDG 1, LEVEL 1, 195 WELLINGTON RD, LOCKED BAG 10, CLAYTON, VIC",1035-3712,10.1071/WR13034,Article
352,"Mekonnen, A; Fashing, PJ; Bekele, A; Hernandez-Aguilar, RA; Rueness, EK; Nguyen, N; Stenseth, NC","Impacts of habitat loss and fragmentation on the activity budget, ranging ecology and habitat use of Bale monkeys (Chlorocebus djamdjamensis) in the southern Ethiopian Highlands",American Journal Of Primatology,2017,79,"7, SI",NA,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0275-2565,10.1002/ajp.22644,Article
353,"Lunt, N; Bowkett, AE; Plowman, AB",Implications of assumption violation in density estimates of antelope from dung-heap counts: a case study on grey duiker (Sylvicapra grimmia) in Zimbabwe,African Journal Of Ecology,2007,45,3,382-389,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0141-6707,10.1111/j.1365-2028.2006.00724.x,Article
354,"Freitas, C; Kovacs, KM; Andersen, M; Aars, J; Sandven, S; Skern-Mauritzen, M; Pavlova, O; Lydersen, C","Importance of fast ice and glacier fronts for female polar bears and their cubs during spring in Svalbard, Norway",Marine Ecology Progress Series,2012,447,NA,289-304,INTER-RESEARCH,"NORDBUNTE 23, D-21385 OLDENDORF LUHE, GERMANY",0171-8630,10.3354/meps09516,Article
355,"Hamilton, CD; Kovacs, KM; Lydersen, C","Individual variability in diving, movement and activity patterns of adult bearded seals in Svalbard, Norway",Scientific Reports,2018,8,NA,NA,NATURE PUBLISHING GROUP,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",2045-2322,10.1038/s41598-018-35306-6,Article
356,"Perez-Solano, LA; Galina-Tessaro, S; Sanchez-Rojas, G","Individual variation in mule deer (Odocoileus hemionus) habitat and home range in the Chihuahuan Desert, Mexico",Journal Of Mammalogy,2016,97,4,1228-1237,OXFORD UNIV PRESS INC,"JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA",0022-2372,10.1093/jmammal/gyw075,Article
357,"Schirmer, A; Herde, A; Eccard, JA; Dammhahn, M","Individuals in space: personality-dependent space use, movement and microhabitat use facilitate individual spatial niche specialization",Oecologia,2019,189,3,647-660,SPRINGER,"233 SPRING ST, NEW YORK, NY 10013 USA",0029-8549,10.1007/s00442-019-04365-5,Article
358,"Norscia, I; Carrai, V; Borgognini-Tarli, SM","Influence of dry season and food quality and quantity on behavior and feeding strategy of Propithecus verreauxi in Kirindy, Madagascar",International Journal Of Primatology,2006,27,4,1001-1022,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",0164-0291,10.1007/s10764-006-9056-x,Article
359,"Ciuti, S; Bongi, P; Vassale, S; Apollonio, M",Influence of fawning on the spatial behaviour and habitat selection of female fallow deer (Dama dama) during late pregnancy and early lactation,Journal Of Zoology,2006,268,1,97-107,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0952-8369,10.1111/j.1469-7998.2005.00003.x,Article
360,"Saj, T; Sicotte, P; Paterson, JD",Influence of human food consumption on the time budget of vervets,International Journal Of Primatology,1999,20,6,977-994,KLUWER ACADEMIC/PLENUM PUBL,"233 SPRING ST, NEW YORK, NY 10013 USA",0164-0291,10.1023/A:1020886820759,Article
361,"Webb, SL; Dzialak, MR; Harju, SM; Hayden-Wing, LD; Winstead, JB",Influence of land development on home range use dynamics of female elk,Wildlife Research,2011,38,2,163-167,CSIRO PUBLISHING,"150 OXFORD ST, PO BOX 1139, COLLINGWOOD, VICTORIA 3066, AUSTRALIA",1035-3712,10.1071/WR10101,Article
362,"Beasley, JC; Rhodes, OE",Influence of patch- and landscape-level attributes on the movement behavior of raccoons in agriculturally fragmented landscapes,Canadian Journal Of Zoology,2010,88,2,161-169,CANADIAN SCIENCE PUBLISHING,"65 AURIGA DR, SUITE 203, OTTAWA, ON K2E 7W6, CANADA",0008-4301,10.1139/Z09-137,Article
363,"Valeix, M; Loveridge, AJ; Macdonald, DW",Influence of prey dispersion on territory and group size of African lions: a test of the resource dispersion hypothesis,Ecology,2012,93,11,2490-2496,ECOLOGICAL SOC AMER,"1990 M STREET NW, STE 700, WASHINGTON, DC 20036 USA",0012-9658,10.1890/12-0018.1,Article
364,"Fridell, R. A., and J. A. Litvaitis.",Influence of resource distribution and abundance on home-range characteristics of southern flying squirrels Canadian Journal of Zoology 69:2589-2593.,Canadian Journal Of Zoology-Revue Canadienne De Zoologie,1991,69,10,2589-2593,NATL RESEARCH COUNCIL CANADA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA ON K1A 0R6, CANADA",0008-4301,10.1139/z91-365,Article
365,"Gese, EM; Morey, PS; Gehrt, SD",Influence of the urban matrix on space use of coyotes in the Chicago metropolitan area,Journal Of Ethology,2012,30,3,413-425,SPRINGER JAPAN KK,"SHIROYAMA TRUST TOWER 5F, 4-3-1 TORANOMON, MINATO-KU, TOKYO, 105-6005",0289-0771,10.1007/s10164-012-0339-8,Article
366,"Conner, M; Plowman, B; Leopold, BD; Lovell, C",Influence of time-in-residence on home range and habitat use of bobcats,Journal Of Wildlife Management,1999,63,1,261-269,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0022-541X,10.2307/3802508,Article
367,"Borowski, Z","Influence of weasel (Mustela nivalis Linnaeus, 1766) odour on spatial behaviour of root voles (Microtus oeconomus Pallas, 1776)",Canadian Journal Of Zoology-Revue Canadienne De Zoologie,1998,76,10,1799-1804,NATL RESEARCH COUNCIL CANADA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA, ONTARIO K1A 0R6, CANADA",0008-4301,10.1139/cjz-76-10-1799,Article
368,"Kilgo, JC; Labisky, RF; Fritzen, DE",Influences of hunting on the behavior of white-tailed deer: Implications for conservation of the Florida panther,Conservation Biology,1998,12,6,1359-1364,BLACKWELL SCIENCE INC,"350 MAIN ST, MALDEN, MA 02148 USA",0888-8892,10.1046/j.1523-1739.1998.97223.x,Article
369,"Cudworth, NL; Koprowski, JL",Influences of mating strategy on space use of Arizona gray squirrels,Journal Of Mammalogy,2010,91,5,1235-1241,OXFORD UNIV PRESS INC,"JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA",0022-2372,10.1644/09-MAMM-A-426.1,Article
370,"Aronsson, M; Low, M; Lopez-Bao, JV; Persson, J; Odden, J; Linnell, JDC; Andren, H",Intensity of space use reveals conditional sex-specific effects of prey and conspecific density on home range size,Ecology And Evolution,2016,6,9,2957-2967,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",2045-7758,10.1002/ece3.2032,Article
371,"Phiphatsuwannachai, S; Westcott, DA; McKeown, A; Savini, T",Inter-group variability in seed dispersal by white-handed gibbons in mosaic forest,Biotropica,2018,50,1,106-115,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0006-3606,10.1111/btp.12499,Article
