Study_ID,Species,subspecies,AUTHORS,TITLE,JOURNAL,YEAR,VOLUME,NUMBER,PAGES,PUBLISHER,ADDRESS,ISSN,DOI_OR_LINK,type
4040,Aonyx capensis,NA,"Somers, MJ; Nel, JAJ","Movement patterns and home range of Cape clawless otters (Aonyx capensis), affected by high food density patches",Journal Of Zoology,2004,262,1,91-98,CAMBRIDGE UNIV PRESS,"40 WEST 20TH ST, NEW YORK, NY 10011-4211 USA",0952-8369,10.1017/S095283690300445X,Article
3055,Nyctereutes procyonoides,NA,"Sutor, A; Schwarz, S","Home ranges of raccoon dogs (Nyctereutes procyonoides, Gray, 1834) in Southern Brandenburg, Germany",European Journal Of Wildlife Research,2012,58,1,85-97,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",1612-4642,10.1007/s10344-011-0546-6,Article
1628,Phocoena phocoena,NA,"Johnston, D.W., Westgate, A.J. & Read, A.J.","Effects of fine-scale oceanographic features on the distribution and movements of harbour porpoises Phocoena phocoena in the Bay of Fundy Marine Ecology Progress Series, 295, 279-293.",Marine Ecology Progress Series,2005,295,NA,279-293,INTER-RESEARCH,"NORDBUNTE 23, D-21385 OLDENDORF LUHE, GERMANY",0171-8630,10.3354/meps295279,Article
3040,Hystrix africaeaustralis,NA,"Ngcobo, SP; Wilson, AL; Downs, CT","Home ranges of Cape porcupines on farmlands, peri-urban and suburban areas in KwaZulu-Natal, South Africa",Mammalian Biology,2019,96,NA,102-109,ELSEVIER GMBH,"HACKERBRUCKE 6, 80335 MUNICH, GERMANY",1616-5047,10.1016/j.mambio.2018.10.006,Article
976,Dama dama,NA,"Ciuti, S; Davini, S; Luccarini, S; Apollonio, M",Could the predation risk hypothesis explain large-scale spatial sexual segregation in fallow deer (Dama dama)?,Behavioral Ecology And Sociobiology,2004,56,6,552-564,SPRINGER,"233 SPRING ST, NEW YORK, NY 10013 USA",0340-5443,10.1007/s00265-004-0819-0,Article
3950,Chaerephon pumilus,NA,"Noer, CL; Dabelsteen, T; Bohmann, K; Monadiem, A",Molossid bats in an African agro-ecosystem select sugarcane fields as foraging habitat,African Zoology,2012,47,1,01/Nov,TAYLOR \& FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND",1562-7020,10.3377/004.047.0120,Article
1050,Sylvilagus floridanus,NA,"Althoff, D. P., and G. L. Storm.",Daytime spatial characteristics of cottontail rabbits in central Pennsylvania Journal of Mammalogy 70:820-824.,Journal Of Mammalogy,1989,70,4,820-824,AMER SOC MAMMALOGISTS,"BRIGHAM YOUNG UNIV, DEPT OF ZOOLOGY, PROVO, UT 84602",0022-2372,10.2307/1381719,Note
2056,Dama dama,NA,"Apollonio, M; De Cena, F; Bongi, P; Ciuti, S",Female Preference and Predation Risk Models Can Explain the Maintenance of a Fallow Deer (Dama dama) Lek and Its 'Handy' Location,Plos One,2014,9,3,NA,PUBLIC LIBRARY SCIENCE,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",1932-6203,10.1371/journal.pone.0089852,Article
2270,Myodes glareolus,NA,"Liesenjohann, M; Liesenjohann, T; Trebaticka, L; Haapakoski, M; Sundell, J; Ylonen, H; Eccard, JA",From interference to predation: type and effects of direct interspecific interactions of small mammals,Behavioral Ecology And Sociobiology,2011,65,11,2079-2089,SPRINGER,"233 SPRING ST, NEW YORK, NY 10013 USA",0340-5443,10.1007/s00265-011-1217-z,Article
2567,Canis mesomelas,NA,"Humphries, BD; Ramesh, T; Hill, TR; Downs, CT","Habitat use and home range of black-backed jackals (Canis mesomelas) on farmlands in the Midlands of KwaZulu-Natal, South Africa",African Zoology,2016,51,1,37-45,TAYLOR \& FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND",1562-7020,10.1080/15627020.2015.1128356,Article
2632,Nyctereutes procyonoides,NA,"Holmala, K; Kauhala, K",Habitat use of medium-sized carnivores in southeast Finland - key habitats for rabies spread?,Annales Zoologici Fennici,2009,46,4,233-246,FINNISH ZOOLOGICAL BOTANICAL PUBLISHING BOARD,"P O BOX 26, FI-00014 UNIV HELSINKI, FINLAND",0003-455X,10.5735/086.046.0401,Article
2169,Sciurus vulgaris,NA,"Reher, S; Dausmann, KH; Warnecke, L; Turner, JM",Food availability affects habitat use of Eurasian red squirrels (Sciurus vulgaris) in a semi-urban environment,Journal Of Mammalogy,2016,97,6,1543-1554,OXFORD UNIV PRESS INC,"JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA",0022-2372,10.1093/jmammal/gyw105,Article
2751,Alces alces,NA,"Cederlund, G. N., and H. Okarma.",Home range and habitat use of adult female moose Journal of Wildlife Management 52:336-343.,Journal of Wildlife Management,1988,52,NA,336-343,WILDLIFE SOC,"5410 GROSVENOR LANE, BETHESDA, MD 20814-2197}",0022-541X,10.2307/3801246,Article
3056,Nyctereutes procyonoides,NA,"Suld, K; Saarma, U; Valdmann, H",Home ranges of raccoon dogs in managed and natural areas,Plos One,2017,12,3,NA,PUBLIC LIBRARY SCIENCE,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",1932-6203,10.1371/journal.pone.0171805,Article
2786,Vulpes vulpes,NA,"Meia, J-S., and J-M. Weber.",Home range and movements of red foxes in central Europe: stability despite environmental changes Canadian Journal of Zoology 73:1960-1966.,Canadian Journal Of Zoology-Revue Canadienne De Zoologie,1995,73,10,1960-1966,NATL RESEARCH COUNCIL CANADA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA ON K1A 0R6, CANADA",0008-4301,10.1139/z95-230,Article
1972,Capra ibex,ibex,"Scillitani, L; Sturaro, E; Monaco, A; Rossi, L; Ramanzin, M",Factors affecting home range size of male Alpine ibex (Capra ibex ibex) in the Marmolada massif,Hystrix-Italian Journal Of Mammalogy,2012,23,2,19-27,ASSOC TERIOLOGICA ITALIANA,"C/O GIOVANNI AMORI, CNR-ISE VIALE DELL UNIVERSITA 23, ROMA, I-00185",0394-1914,10.4404/hystrix-23.2-4622,Article
2992,Mephitis mephitis,NA,"Rosatte, R; Kelly, P; Power, M","Home Range, Movements, and Habitat Utilization of Striped Skunk (Mephitis mephitis) in Scarborough, Ontario, Canada: Disease Management Implications",Canadian Field-Naturalist,2011,125,1,27-33,OTTAWA FIELD-NATURALISTS CLUB,"PO BOX 35069, WESTGATE PO, OTTAWA, ONTARIO K1Z 1A2, CANADA",0008-3550,10.22621/cfn.v125i1.1121,Article
1529,Procyon lotor,NA,"Bartoszewicz, M; Okarma, H; Zalewski, A; Szczesna, J",Ecology of the raccoon (Procyon lotor) from western Poland,Annales Zoologici Fennici,2008,45,4,291-298,FINNISH ZOOLOGICAL BOTANICAL PUBLISHING BOARD,"P O BOX 26, FI-00014 UNIV HELSINKI, FINLAND",0003-455X,10.5735/086.045.0409,Article
3147,Presbytis rubicunda,NA,"Smith, DAE; Smith, YCE; Cheyne, SM","Home-Range Use and Activity Patterns of the Red Langur (Presbytis rubicunda) in Sabangau Tropical Peat-Swamp Forest, Central Kalimantan, Indonesian Borneo",International Journal Of Primatology,2013,34,5,957-972,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",0164-0291,10.1007/s10764-013-9715-7,Article
2621,Plecotus macrobullaris,NA,"Preatoni, DG; Spada, M; Wauters, LA; Tosi, G; Martinoli, A",Habitat use in the female Alpine long-eared bat (Plecotus macrobullaris): does breeding make the difference?,ACTA CHIROPTEROLOGICA,2011,13,2,355-364,MUSEUM & INST ZOOLOGY PAS-POLISH ACAD SCIENCES,"WILCZA STREET 64, 00-679 WARSAW, POLAND",1508-1109,10.3161/150811011X624820,Article
1559,Ursus americanus,NA,"Fersterer, P; Nolte, DL; Ziegltrum, GJ; Gossow, H",Effect of feeding stations on the home ranges of American black bears in western Washington,NA,2001,12,NA,51-53,INTERNATIONAL ASSOCIATION BEARRESEARCH \& MANAGEMENT,"GLACIER NATL PK, WEST GLACIER, MT 59936 USA",NA,NA,Book
1994,Ursus arctos,NA,"Dahle, B; Stoen, OG; Swenson, JE",Factors influencing home-range size in subadult brown bears,Journal Of Mammalogy,2006,87,5,859-865,OXFORD UNIV PRESS INC,"JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA",0022-2372,10.1644/05-MAMM-A-352R1.1,Article
2148,Callospermophilus lateralis,NA,"Hefty, KL; Stewart, KM",Flexible resource use strategies of a central-place forager experiencing dynamic risk and opportunity,Movement Ecology,2019,7,NA,NA,BMC,"CAMPUS, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",2051-3933,10.1186/s40462-019-0168-2,Article
3145,Meriones unguiculatus,NA,"Wang, Y; Liu, W; Wang, G; Wan, X; Zhong, W",Home-range sizes of social groups of Mongolian gerbils Meriones unguiculatus,Journal Of Arid Environments,2011,75,2,132-137,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,"24-28 OVAL RD, LONDON NW1 7DX, ENGLAND",0140-1963,10.1016/j.jaridenv.2010.08.008,Article
1971,Calomys venustus,NA,"Priotto, J; Steinmann, A; Polop, J",Factors affecting home range size and overlap in Calomys venustus (Muridae : Sigmodontinae) in Argentine agroecosystems,Mammalian Biology,2002,67,2,97-104,URBAN \& FISCHER VERLAG,"BRANCH OFFICE JENA, P O BOX 100537, D-07705 JENA, GERMANY",1616-5047,10.1078/1616-5047-00014,Article
6518,Vulpes vulpes,NA,"Saunders, G; Mcilroy, J; Berghout, M; Kay, B; Gifford, E; Perry, R; Van De Ven, R",The effects of induced sterility on the territorial behaviour and survival of foxes,Journal Of Applied Ecology,2002,39,1,56-66,BLACKWELL PUBLISHING LTD,"9600 GARSINGTON RD, OXFORD OX4 2DG, OXON, ENGLAND",0021-8901,10.1046/j.1365-2664.2002.00696.x,Article
3482,Ctenomys flamarioni,NA,"Kubiak, BB; Maestri, R; Borges, LR; Galiano, D; de Freitas, TRO",Interspecific interactions may not influence home range size in subterranean rodents: a case study of two tuco-tuco species (Rodentia: Ctenomyidae),Journal Of Mammalogy,2017,98,6,1753--1759,Oxford University Press US,NA,NA,10.1093/jmammal/gyx138,Article
2949,Papio ursinus,NA,"Slater, K; Barrett, A; Brown, LR","Home range utilization by chacma baboon (Papio ursinus) troops on Suikerbosrand Nature Reserve, South Africa",Plos One,2018,13,3,NA,PUBLIC LIBRARY SCIENCE,"1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",1932-6203,10.1371/journal.pone.0194717,Article
1177,Propithecus diadema,NA,"Irwin, MT",Diademed sifaka (Propithecus diadema) ranging and habitat use in continuous and fragmented forest: Higher density but lower viability in fragments?,Biotropica,2008,40,2,231-240,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0006-3606,10.1111/j.1744-7429.2007.00368.x,Article
2409,Gracilinanus microtarsus,NA,"Fernandes, FR; Cruz, LD; Martins, EG; dos Reis, SF",Growth and home range size of the gracile mouse opossum Gracilinanus microtarsus (Marsupialia: Didelphidae) in Brazilian cerrado,Journal Of Tropical Ecology,2010,26,2,185-192,CAMBRIDGE UNIV PRESS,"32 AVENUE OF THE AMERICAS, NEW YORK, NY 10013-2473 USA",0266-4674,10.1017/S0266467409990526,Article
4100,Sciurus carolinensis,NA,"FLYGER, VF","MOVEMENTS AND HOME RANGE OF THE GRAY SQUIRREL SCIURUS-CAROLINENSIS, IN 2 MARYLAND WOODLOTS",Ecology,1960,41,2,365-369,ECOLOGICAL SOC AMER,"2010 MASSACHUSETTS AVE, NW, STE 400, WASHINGTON, DC 20036",0012-9658,10.2307/1930232,Note
7093,Microcebus murinus,NA,"Schliehe-Diecks, S; Eberle, M; Kappeler, PM",Walk the line-dispersal movements of gray mouse lemurs (Microcebus murinus),Behavioral Ecology And Sociobiology,2012,66,8,1175-1185,SPRINGER,"233 SPRING ST, NEW YORK, NY 10013 USA",0340-5443,10.1007/s00265-012-1371-y,Article
256,Mystacina tuberculata,NA,"Toth, CA; Cummings, G; Dennis, TE; Parsons, S","Adoption of alternative habitats by a threatened, obligate forest-dwelling bat in a fragmented landscape",Journal Of Mammalogy,2015,96,5,927-937,OXFORD UNIV PRESS INC,"JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA",0022-2372,10.1093/jmammal/gyv092,Article
3517,Phocarctos hookeri,NA,"Chilvers, BL; Amey, JM; Huckstadt, LA; Costa, DP","Investigating foraging utilization distribution of female New Zealand sea lions, Auckland Islands",Polar Biology,2011,34,4,565-574,SPRINGER,"233 SPRING ST, NEW YORK, NY 10013 USA",0722-4060,10.1007/s00300-010-0915-8,Article
2803,Lepus flavigularis,NA,"Farias, V; Fuller, TK; Cervantes, FA; Lorenzo, C","Home range and social behavior of the endangered Tehuantepec jackrabbit (Lepus flavigularis) in Oaxaca, Mexico",Journal Of Mammalogy,2006,87,4,748-756,OXFORD UNIV PRESS INC,"JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA",0022-2372,10.1644/05-MAMM-A-248R3.1,Article
851,Macaca fascicularis,NA,"Hansen, MF; Ellegaard, S; Moeller, MM; van Beest, FM; Fuentes, A; Nawangsari, VA; Groendahl, C; Frederiksen, ML; Stelvig, M; Schmidt, NM; Traeholt, C; Dabelsteen, T","Comparative home range size and habitat selection in provisioned and non-provisioned long-tailed macaques (Macaca fascicularis) in Baluran National Park, East Java, Indonesia",Contributions To Zoology,2020,89,4,393-411,BRILL,"PLANTIJNSTRAAT 2, P O BOX 9000, 2300 PA LEIDEN, NETHERLANDS",1383-4517,10.1163/18759866-bja10006,Article
3111,Petrogale assimilis,NA,"HORSUP, A","HOME-RANGE OF THE ALLIED ROCK-WALLABY, PETROGALE-ASSIMILIS",Wildlife Research,1994,21,1,65-84,C S I R O PUBLICATIONS,"150 OXFORD ST, PO BOX 1139, COLLINGWOOD VICTORIA 3066, AUSTRALIA",1035-3712,10.1071/WR9940065,Article
2572,Rattus argentiventer,NA,"Brown, PR; Singleton, GR; Sudarmaji","Habitat use and movements of the rice-field rat, Rattus argentiventer, in West Java, Indonesia",Mammalia,2001,65,2,151-165,WALTER DE GRUYTER GMBH,"GENTHINER STRASSE 13, D-10785 BERLIN, GERMANY",0025-1461,10.1515/mamm.2001.65.2.151,Article
1415,Petrogale brachyotis,NA,"Telfer, WR; Griffiths, AD","Dry-season use of space, habitats and shelters by the short-eared rock-wallaby (Petrogale brachyotis) in the monsoon tropics",Wildlife Research,2006,33,3,207-214,CSIRO PUBLISHING,"150 OXFORD ST, PO BOX 1139, COLLINGWOOD, VICTORIA 3066, AUSTRALIA",1035-3712,10.1071/WR05032,Article
4089,Melursus ursinus,NA,"Joshi, A. R., Garshelis, D. L., & Smith, J. L.",Home ranges of sloth bears in Nepal: Implications for conservation,The Journal of wildlife management,1995 ,NA,NA,204-214,NA,NA,NA,10.2307/3808932,Article
2562,Lemur catta,NA,"Gabriel, DN",Habitat Use and Activity Patterns as an Indication of Fragment Quality in a Strepsirrhine Primate,International Journal Of Primatology,2013,34,2,388-406,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",0164-0291,10.1007/s10764-013-9668-x,Article
2464,Bos javanicus,NA,"Chaiyarat, R; Youngpoy, N; Kongsurakan, P; Nakbun, S","Habitat preferences of reintroduced banteng (Bos javanicus) into the Salakphra Wildlife Sanctuary, Thailand",Wildlife Research,2019,46,7,573-586,CSIRO PUBLISHING,"UNIPARK, BLDG 1, LEVEL 1, 195 WELLINGTON RD, LOCKED BAG 10, CLAYTON, VIC",1035-3712,10.1071/WR18184,Article
4038,Giraffa camelopardalis,giraffa,"Deacon, F; Bercovitch, FB",Movement patterns and herd dynamics among South African giraffes (Giraffa camelopardalis giraffa),African Journal Of Ecology,2018,56,3,620-628,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0141-6707,10.1111/aje.12514,Article
2492,Syncerus caffer,nanus,"Korte, LM",Habitat selection at two spatial scales and diurnal activity patterns of adult female forest buffalo,Journal Of Mammalogy,2008,89,1,115-125,OXFORD UNIV PRESS INC,"JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA",0022-2372,10.1644/06-MAMM-A-423.1,Article
2058,Hylobates moloch,NA,"Ham, S; Lappan, S; Hedwig, D; Choe, JC",Female Songs of the Nonduetting Javan Gibbons (Hylobates moloch) Function for Territorial Defense,INTERNATIONAL JOURNAL OF PRIMATOLOGY,2017,38,3,533-532,NA,NA,NA,10.1007/s10764-017-9964-y,Article
4069,Sus scrofa,NA,"Caley, P.","Movement, activity patterns and habitat use of feral pigs (Sus scrofa) in a tropical habitat Wildlife Research 24:77-87.",Wildlife Research,1997,24,1,77-87,C S I R O PUBLICATIONS,"150 OXFORD ST, PO BOX 1139, COLLINGWOOD VICTORIA 3066, AUSTRALIA",1035-3712,10.1071/WR94075,Article
3803,Tamiasciurus hudsonicus,NA,"Boutin, S. and S. Schweiger.",Manipulation of intruder pressure in red squirrels (Tamiasciurus hudsonicus): effects on territory size and acquisition Canadian Journal of Zoology 66:2270-2274.,Canadian Journal Of Zoology-Revue Canadienne De Zoologie,1988,66,10,2270-2274,NATL RESEARCH COUNCIL CANADA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA ON K1A 0R6, CANADA",0008-4301,10.1139/z88-337,Article
2904,Dama dama,dama,"Nugent, G.","Home range size and its development for fallow deer in the Blue Mountains, New Zealand Acta Theriologica 39:159-175.",Acta Theriologica,1994,39,2,159-175,POLISH ACAD SCIENCES,"MAMMAL RESEARCH INST, 17-230 BIALOWIEZA, POLAND",0001-7051,10.4098/AT.arch.94-19,Article
3154,Caracal caracal,NA,"Avenant, N. L., and J. A. J. Nel.","Home-range use, activity, and density of caracal in relation to prey density African Journal of Ecology 36:347-359.",African Journal Of Ecology,1998,36,4,347-359,BLACKWELL SCIENCE LTD,"P O BOX 88, OSNEY MEAD, OXFORD OX2 0NE, OXON, ENGLAND",0141-6707,10.1046/j.1365-2028.1998.00152.x,Article
3669,Odocoileus virginianus,NA,"Masse, A; Cote, SD",Linking habitat heterogeneity to space use by large herbivores at multiple scales: From habitat mosaics to forest canopy openings,Forest Ecology And Management,2012,285,NA,67-76,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",0378-1127,10.1016/j.foreco.2012.07.039,Article
3851,Zalophus californianus,NA,"Kuhn, C.E.","Measuring at sea feeding to understand the foraging behaviour of pinnipeds PhD Thesis, University of California, Santa Cruz.",NA,2006,NA,NA,NA,NA,NA,NA,https://escholarship.org/content/qt2vr5s0t3/qt2vr5s0t3.pdf,Article
6915,Apodemus sylvaticus,NA,"Rosalino, LM; Ferreira, D; Leitao, I; Santos-Reis, M",Usage patterns of Mediterranean agro-forest habitat components by wood mice Apodemus sylvaticus,Mammalian Biology,2011,76,3,268-273,ELSEVIER GMBH,"HACKERBRUCKE 6, 80335 MUNICH, GERMANY",1616-5047,10.1016/j.mambio.2010.08.004,Article
5898,Tursiops truncatus,NA,"Cantor, M; Simoes-Lopes, PC; Daura-Jorge, FG",Spatial consequences for dolphins specialized in foraging with fishermen,Animal Behaviour,2018,139,NA,19-27,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,"24-28 OVAL RD, LONDON NW1 7DX, ENGLAND",0003-3472,10.1016/j.anbehav.2018.03.002,Article
5912,Odocoileus hemionus,NA,"Mckee, CJ; Stewart, KM; Sedinger, JS; Bush, AP; Darby, NW; Hughson, DL; Bleich, VC",Spatial distributions and resource selection by mule deer in an arid environment: Responses to provision of water,Journal Of Arid Environments,2015,122,NA,76-84,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,"24-28 OVAL RD, LONDON NW1 7DX, ENGLAND",0140-1963,10.1016/j.jaridenv.2015.06.008,Article
5987,Panthera onca,NA,"de Azevedo, FCC; Murray, DL",Spatial organization and food habits of jaguars (Panthera onca) in a floodplain forest,Biological Conservation,2007,137,3,391--402,Elsevier,NA,NA,10.1016/j.biocon.2007.02.022,Article
6300,Meles meles,NA,"Loureiro, F; Rosalino, LM",TELEMETRY: AN ECOLOGIST SWISS-ARMY KNIFE,NA,2009,NA,NA,95-118,"NOVA SCIENCE PUBLISHERS, INC","400 OSER AVE, STE 1600, HAUPPAUGE, NY 11788-3635 USA",NA,NA,Book
6941,Lepus americanus,NA,"St-Laurent, MH; Cusson, M; Ferron, J; Caron, A",Use of Residual Forest by Snowshoe Hare in a Clear-cut Boreal Landscape,NORTHEASTERN NATURALIST,2008,15,4,497-506,NA,NA,NA,10.1656/1092-6194-15.4.497,Article
4230,Trachypithecus crepusculus,NA,"Gibson, L; Koenig, A",Neighboring groups and habitat edges modulate range use in Phayre's leaf monkeys (Trachypithecus phayrei crepusculus),Behavioral Ecology And Sociobiology,2012,66,4,633-643,SPRINGER,"233 SPRING ST, NEW YORK, NY 10013 USA",0340-5443,10.1007/s00265-011-1311-2,Article
3624,Suricata suricatta,NA,"Jordan, NR; Cherry, MI; Manser, MB",Latrine distribution and patterns of use by wild meerkats: implications for territory and mate defence,Animal Behaviour,2007,73,4,613-622,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,"24-28 OVAL RD, LONDON NW1 7DX, ENGLAND",0003-3472,10.1016/j.anbehav.2006.06.010,Article
5341,Odocoileus virginianus,NA,"Hellickson, MW; Campbell, TA; Miller, KV; Marchinton, RL; DeYoung, CA",Seasonal ranges and site fidelity of adult male white-tailed deer (Odocoileus virginianus) in Southern Texas,Southwestern Naturalist,2008,53,1,01/Aug,SOUTHWESTERN ASSOC NATURALISTS,"SOUTHWEST TEXAS STATE UNIV, DEPT BIOLOGY, 601 UNIVERSITY DR, SAN MARCOS",0038-4909,10.1894/0038-4909(2008)53[1:SRASFO]2.0.CO;2,Article
2332,Choloepus hoffmanni,NA,"Fountain, ED; Kang, JK; Tempel, DJ; Palsboll, PJ; Pauli, JN; Peery, MZ",Genomics meets applied ecology: Characterizing habitat quality for sloths in a tropical agroecosystem,Molecular Ecology,2018,27,1,41-53,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0962-1083,10.1111/mec.14388,Article
2576,Mico argentatus,NA,"Veracini, C",Habitat Use and Ranging Behavior of the Silvery Marmoset (Mico argentatus) at Caxiuana National Forest (Eastern Brazilian Amazonia),SMALLEST ANTHROPOIDS: MARMOSET/CALLIMICO RADIATION,2009,NA,NA,221-240,SPRINGER,"233 SPRING STREET, NEW YORK, NY 10013, UNITED STATES",NA,10.1007/978-1-4419-0293-1\_12,Book
